discretionary_income,debt_to_income_ratio,monthly_expense_burden_ratio,emergency_fund_months,saving_to_income_ratio,average_rating,rating_number,rating_variance
-16472.147239860446,8.462880250982014,7.544835369899829,0.11028774185658671,1.0269155807759835,3.5089267858228403,10.204792605817783,2.251231351770709
852.8071866918705,0.21359772562247833,0.7562954693683147,2.0244779195705016,1.545677696228624,3.14653979373854,2.5523964068065537,0.0
806.9012761343494,0.0,0.47150231245842766,4.635813314880458,2.509497061325499,3.441302813132441,5.354963920731221,1.4482400697840594
746.6398509053545,0.0,0.6100731753700847,4.939594846780238,3.9300428659057,4.502345991751305,26.415976135415608,0.0
-650.263229096213,0.8081327996056588,1.0751194920612797,1.9879526557299572,2.4644125193632767,3.657842852089532,2.1843953797548497,0.0
1673.0816649780493,0.0,0.27045572499375226,14.322073815724337,3.508005937701058,1.131233268798041,1.0297579728883506,0.0
-10778.554516273061,5.652764669445075,5.078225541484184,0.5416895713702562,3.257772525007812,4.14706618089859,805.0022454282787,1.2610767379013847
-8853.375515482401,12.02725332676401,11.034056270446603,0.147213298161061,1.8695589766850582,3.185655855622536,10.185576333156156,0.0
-30754.239603222773,59.22271318886173,47.52140633983253,0.04174523600755005,2.389967473288755,1.1378413601127708,1.050988454189974,0.0
1195.7552471531383,0.0,0.42066891752400576,10.679633572576744,4.407865602970916,4.625587468828202,78.14742983089351,0.0
113.99375111197376,0.0,0.6865594513430172,5.994241187237548,6.328982902276095,4.6678943179609576,3.961771541865605,0.0
-4954.14805910858,4.850395469197302,4.8551799594655,0.15512291411441242,0.6639342103763329,3.959288616195034,7.315463394016527,1.660344896355786
-2704.5596016260197,1.9764580573511505,2.322769598054893,1.103982685293455,2.3771551641658535,3.7909988691188845,7482.401151579644,1.4099650456838455
-6852.284705635577,4.871406030917709,5.467596757172564,0.6455809251631804,3.693300849623816,4.339864990483017,3.590713748294715,1.84168745220607
840.0193329845588,0.0,0.7566764977439725,2.0563870539817097,1.450479951521688,4.737475782832869,34.250467601578094,0.34617818870885747
1749.0753932921823,0.0,0.41173421609272515,7.606758785922842,2.5551036814682235,3.8642820960848834,128.98039797341994,1.9896217517410242
619.8187055175017,0.0,0.8244466096414405,0.9025099799875793,0.6876637637180167,3.417800140383194,1.947670391555744,0.0
549.1958847468106,0.0,0.4402819959547442,3.886130980052999,1.9099422246854951,3.406374999533404,17.378982982272863,1.7612685231075134
1110.8440456028532,0.0,0.470919809808132,5.761640172420018,2.4227429691755735,2.980388742322662,2.0397478041073103,0.0
1788.7206273482157,0.0,0.3054448356953199,7.797826889693488,2.299127307492274,4.769275396491953,65.00334366514585,0.987225444394038
-15103.135012500878,4.781190986647426,5.528410982046378,0.4694212294011018,3.3662410199738275,2.7476897310783728,7.170956097415086,0.0
-7342.828533974617,6.2427586289994315,6.398986395294979,0.11754696845273829,0.8960601646658685,4.430529848360725,19.41230228610358,0.0
448.33580707926654,0.0,0.8833174265928879,4.9264021194827246,3.831216850484287,3.539701883090468,16.67853921467561,1.725921049824441
507.6023719732209,0.0,0.6563417080976313,1.8622809950932506,1.1355217181171475,5.004926022891776,2.1276308728724356,0.0
538.8645745464887,0.0,0.7585864209898269,1.272666836537079,0.8919619883852434,2.7910173029876706,54.85131414944275,1.702660543647837
-3772.7962722448597,4.496503078072776,6.119044390084131,0.2892707741245968,1.4234528869005745,4.057240710837979,83.14228818648196,1.5560965546484269
-5769.116126094823,11.608584491438712,10.553433439029414,0.3203659045433514,3.404467311069801,4.497852197748369,159.41563698572924,0.7793987939112215
-7388.234320347199,3.194856608446979,4.118196292679099,0.6756982338676617,2.021699623279436,4.598199343259854,8.97191916729084,1.1976682761432658
468.80468354384317,0.11812414641878882,0.8846451409109839,1.353458537852125,1.0105327056299065,3.0423546035557156,5.101780046779751,1.9002195779779418
1002.024771871577,0.0,0.55548401202411,5.28842906348603,2.4067120540014955,3.3540484911823008,25.413555484681506,1.4931261534692137
584.70910061829,0.0,0.5236322646916135,2.938382147248292,1.5494417859003444,4.820496081677573,2.1837764399476924,0.0
-4155.416462842063,3.910155234718479,4.042308539387625,0.45151391743404484,1.9952599039341699,1.132328676848098,0.9048630023989169,0.0
-1113.6184158763135,2.83011372636034,3.9446905815301796,1.1361882888942165,4.424938856880696,5.369110421640728,9.79897570564945,0.0
1248.9123256288315,0.0,0.28623482485553897,4.511346870271693,1.4669994039771694,4.017500050639311,28.140197334325144,1.2956768623731831
1126.394462603796,0.0,0.39202423289212895,3.664184933279521,1.260054778363814,3.955631518127856,23.163276894009215,0.6133604947651832
476.1854057613787,0.0,0.581441929207057,7.964242320808173,5.103177955304223,3.5610896068757993,2.0692702944964507,0.0
243.8806335652524,0.0,0.7336708838481741,1.69885625765081,1.2456202195128978,4.748867795696117,452.8384621126478,1.40388708506371
1121.302013624988,0.0,0.7302518658696291,4.335943327181928,2.980472445907413,4.758965866927125,38.3056454356468,1.653733567371265
127.66617313588006,0.0,0.8246403138842958,0.8242435904831296,0.8112117478522164,3.215464149304102,52.03778487449182,1.8436942601838207
1871.40383896787,0.0,0.3682190675356135,8.134861436157133,2.747306681004721,1.1120086550992103,0.8736738621284257,0.0
288.88342926032215,0.0,0.4514782583970224,1.8717744234053317,1.0887577885168633,2.6262581539279957,12.881923044795482,0.9303821042714346
816.3019823433406,0.0,0.5187327580473015,7.111066885886274,3.6084770420142234,4.117390067738302,31.829788177639394,1.061903289498661
-16647.90546767059,6.056011081516375,7.02057907919024,0.5782947507669272,4.085133761540946,4.866697470712069,4.0882205575848465,0.7246564990538357
-3365.2518041245917,7.612907134530804,7.302472868412864,0.17062588150987787,1.3180940486017874,3.200007902829054,14.358680898696875,1.9919302412584612
-13521.904189538644,5.743850420733408,6.058192352200134,0.09346515824672706,0.6738388963201325,3.5174756041075765,2.190879177010147,0.0
-6658.796313565334,6.571530353774856,8.032470089820164,0.18219474798206356,1.3729505265272965,3.850306404742134,13.332948204262383,1.1260268732615266
